Timestamp,3370-01-TBNBRG-VIB-X,3370-01-TBNBRG-VIB-Y,3370-01-CAVITATION,3370-01-G-MODE,3370-01-P-MODE
2024-08-06 13:00:10,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:00:15,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:00:20,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:00:25,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:00:30,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:00:35,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:00:40,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:00:45,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:00:50,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:00:55,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:00,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:05,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:10,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:15,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:20,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:25,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:30,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:35,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:40,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:45,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:50,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:01:55,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:00,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:05,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:10,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:15,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:20,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:25,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:30,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:35,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:40,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:45,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:50,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:02:55,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:00,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:05,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:10,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:15,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:20,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:25,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:30,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:35,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:40,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:45,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:50,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:03:55,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:00,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:05,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:10,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:15,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:20,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:25,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:30,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:35,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:40,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:45,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:50,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:04:55,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:00,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:05,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:10,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:15,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:20,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:25,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:30,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:35,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:40,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:45,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:50,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:05:55,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:06:00,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:06:05,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:06:10,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:06:15,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:06:20,67.6,80.47,0.56,1.0,1.0
2024-08-06 13:06:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:06:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:06:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:06:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:06:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:06:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:06:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:07:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:08:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:09:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:10:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:10:05,139.26913523607516,72.06,0.61,1.0,1.0
2024-08-06 13:10:10,25.082915033454583,72.06,0.61,1.0,1.0
2024-08-06 13:10:15,192.7008212310496,72.06,0.61,1.0,1.0
2024-08-06 13:10:20,1.4435478929182466,72.06,0.61,1.0,1.0
2024-08-06 13:10:25,182.34622078316494,72.06,0.61,1.0,1.0
2024-08-06 13:10:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:10:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:10:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:10:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:10:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:10:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:11:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:12:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:13:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:14:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:15:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:16:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:17:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:18:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:19:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:20:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:21:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:22:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:23:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:24:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:25:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:26:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:27:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:28:55,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:00,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:05,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:10,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:15,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:20,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:25,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:30,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:35,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:40,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:45,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:50,98.81,72.06,0.61,1.0,1.0
2024-08-06 13:29:55,73.38,96.74,0.48,1.0,1.0
