_time,_value
2024-09-29 00:00:00+09:00,35.68
2024-09-29 00:01:00+09:00,35.71
2024-09-29 00:02:00+09:00,35.718
2024-09-29 00:03:00+09:00,35.722
2024-09-29 00:04:00+09:00,35.822
2024-09-29 00:05:00+09:00,36.574
2024-09-29 00:06:00+09:00,35.714
2024-09-29 00:07:00+09:00,35.692
2024-09-29 00:08:00+09:00,35.758
2024-09-29 00:09:00+09:00,35.806
2024-09-29 00:10:00+09:00,35.75
2024-09-29 00:11:00+09:00,35.746
2024-09-29 00:12:00+09:00,35.854
2024-09-29 00:13:00+09:00,35.77
2024-09-29 00:14:00+09:00,35.716
2024-09-29 00:15:00+09:00,35.802
2024-09-29 00:16:00+09:00,35.742
2024-09-29 00:17:00+09:00,35.894
2024-09-29 00:18:00+09:00,36.374
2024-09-29 00:19:00+09:00,35.946
2024-09-29 00:20:00+09:00,35.384
2024-09-29 00:21:00+09:00,35.376
2024-09-29 00:22:00+09:00,35.336
2024-09-29 00:23:00+09:00,35.424
2024-09-29 00:24:00+09:00,35.496
2024-09-29 00:25:00+09:00,35.732
2024-09-29 00:26:00+09:00,35.588
2024-09-29 00:27:00+09:00,35.564
2024-09-29 00:28:00+09:00,35.616
2024-09-29 00:29:00+09:00,35.54
2024-09-29 00:30:00+09:00,35.484
2024-09-29 00:31:00+09:00,35.596
2024-09-29 00:32:00+09:00,36.55
2024-09-29 00:33:00+09:00,35.548
2024-09-29 00:34:00+09:00,35.52
2024-09-29 00:35:00+09:00,35.372
2024-09-29 00:36:00+09:00,35.388
2024-09-29 00:37:00+09:00,35.5
2024-09-29 00:38:00+09:00,35.436
2024-09-29 00:39:00+09:00,35.452
2024-09-29 00:40:00+09:00,35.564
2024-09-29 00:41:00+09:00,35.596
2024-09-29 00:42:00+09:00,35.436
2024-09-29 00:43:00+09:00,35.5
2024-09-29 00:44:00+09:00,35.436
2024-09-29 00:45:00+09:00,36.434
2024-09-29 00:46:00+09:00,35.584
2024-09-29 00:47:00+09:00,35.352
2024-09-29 00:48:00+09:00,35.412
2024-09-29 00:49:00+09:00,35.4
2024-09-29 00:50:00+09:00,35.444
2024-09-29 00:51:00+09:00,35.424
2024-09-29 00:52:00+09:00,35.548
2024-09-29 00:53:00+09:00,35.584
2024-09-29 00:54:00+09:00,35.536
2024-09-29 00:55:00+09:00,35.504
2024-09-29 00:56:00+09:00,35.328
2024-09-29 00:57:00+09:00,35.396
2024-09-29 00:58:00+09:00,36.348
2024-09-29 00:59:00+09:00,36.1
2024-09-29 01:00:00+09:00,35.646
2024-09-29 01:01:00+09:00,35.388
2024-09-29 01:02:00+09:00,35.42
2024-09-29 01:03:00+09:00,35.53
2024-09-29 01:04:00+09:00,35.512
2024-09-29 01:05:00+09:00,35.616
2024-09-29 01:06:00+09:00,35.53
2024-09-29 01:07:00+09:00,35.48
2024-09-29 01:08:00+09:00,35.58
2024-09-29 01:09:00+09:00,35.564
2024-09-29 01:10:00+09:00,35.536
2024-09-29 01:11:00+09:00,35.626
2024-09-29 01:12:00+09:00,36.312
2024-09-29 01:13:00+09:00,35.624
2024-09-29 01:14:00+09:00,35.564
2024-09-29 01:15:00+09:00,35.632
2024-09-29 01:16:00+09:00,35.496
2024-09-29 01:17:00+09:00,35.476
2024-09-29 01:18:00+09:00,35.536
2024-09-29 01:19:00+09:00,35.532
2024-09-29 01:20:00+09:00,35.592
2024-09-29 01:21:00+09:00,35.456
2024-09-29 01:22:00+09:00,35.432
2024-09-29 01:23:00+09:00,35.536
2024-09-29 01:24:00+09:00,35.512
2024-09-29 01:25:00+09:00,36.334
2024-09-29 01:26:00+09:00,35.52
2024-09-29 01:27:00+09:00,35.268
2024-09-29 01:28:00+09:00,35.316
2024-09-29 01:29:00+09:00,35.38
2024-09-29 01:30:00+09:00,35.42
2024-09-29 01:31:00+09:00,35.476
2024-09-29 01:32:00+09:00,35.496
2024-09-29 01:33:00+09:00,35.44
2024-09-29 01:34:00+09:00,35.488
2024-09-29 01:35:00+09:00,35.448
2024-09-29 01:36:00+09:00,35.492
2024-09-29 01:37:00+09:00,35.508
2024-09-29 01:38:00+09:00,36.66
2024-09-29 01:39:00+09:00,36.082
2024-09-29 01:40:00+09:00,35.452
2024-09-29 01:41:00+09:00,35.472
2024-09-29 01:42:00+09:00,35.588
2024-09-29 01:43:00+09:00,35.654
2024-09-29 01:44:00+09:00,35.668
2024-09-29 01:45:00+09:00,35.508
2024-09-29 01:46:00+09:00,35.54
2024-09-29 01:47:00+09:00,35.544
2024-09-29 01:48:00+09:00,35.544
2024-09-29 01:49:00+09:00,35.568
2024-09-29 01:50:00+09:00,35.65
2024-09-29 01:51:00+09:00,35.642
2024-09-29 01:52:00+09:00,36.388
2024-09-29 01:53:00+09:00,35.504
2024-09-29 01:54:00+09:00,35.578
2024-09-29 01:55:00+09:00,35.612
2024-09-29 01:56:00+09:00,35.456
2024-09-29 01:57:00+09:00,35.432
2024-09-29 01:58:00+09:00,35.416
2024-09-29 01:59:00+09:00,35.416
2024-09-29 02:00:00+09:00,35.472
2024-09-29 02:01:00+09:00,35.52
2024-09-29 02:02:00+09:00,35.488
2024-09-29 02:03:00+09:00,35.58
2024-09-29 02:04:00+09:00,35.516
2024-09-29 02:05:00+09:00,36.236
2024-09-29 02:06:00+09:00,35.508
2024-09-29 02:07:00+09:00,35.332
2024-09-29 02:08:00+09:00,35.424
2024-09-29 02:09:00+09:00,35.468
2024-09-29 02:10:00+09:00,35.404
2024-09-29 02:11:00+09:00,35.424
2024-09-29 02:12:00+09:00,35.532
2024-09-29 02:13:00+09:00,35.546
2024-09-29 02:14:00+09:00,35.508
2024-09-29 02:15:00+09:00,35.476
2024-09-29 02:16:00+09:00,35.384
2024-09-29 02:17:00+09:00,35.324
2024-09-29 02:18:00+09:00,36.37
2024-09-29 02:19:00+09:00,36.17
2024-09-29 02:20:00+09:00,35.624
2024-09-29 02:21:00+09:00,35.504
2024-09-29 02:22:00+09:00,35.472
2024-09-29 02:23:00+09:00,35.604
2024-09-29 02:24:00+09:00,35.524
2024-09-29 02:25:00+09:00,35.608
2024-09-29 02:26:00+09:00,35.612
2024-09-29 02:27:00+09:00,35.532
2024-09-29 02:28:00+09:00,35.566
2024-09-29 02:29:00+09:00,35.472
2024-09-29 02:30:00+09:00,35.536
2024-09-29 02:31:00+09:00,35.594
2024-09-29 02:32:00+09:00,36.618
2024-09-29 02:33:00+09:00,35.672
2024-09-29 02:34:00+09:00,35.598
2024-09-29 02:35:00+09:00,35.676
2024-09-29 02:36:00+09:00,35.706
2024-09-29 02:37:00+09:00,35.692
2024-09-29 02:38:00+09:00,35.83
2024-09-29 02:39:00+09:00,35.81
2024-09-29 02:40:00+09:00,35.814
2024-09-29 02:41:00+09:00,35.79
2024-09-29 02:42:00+09:00,35.758
2024-09-29 02:43:00+09:00,35.702
2024-09-29 02:44:00+09:00,35.822
2024-09-29 02:45:00+09:00,36.504
2024-09-29 02:46:00+09:00,35.854
2024-09-29 02:47:00+09:00,35.65
2024-09-29 02:48:00+09:00,35.676
2024-09-29 02:49:00+09:00,35.706
2024-09-29 02:50:00+09:00,35.81
2024-09-29 02:51:00+09:00,35.762
2024-09-29 02:52:00+09:00,35.714
2024-09-29 02:53:00+09:00,35.714
2024-09-29 02:54:00+09:00,35.718
2024-09-29 02:55:00+09:00,35.69
2024-09-29 02:56:00+09:00,35.638
2024-09-29 02:57:00+09:00,35.61
2024-09-29 02:58:00+09:00,36.286
2024-09-29 02:59:00+09:00,36.248
2024-09-29 03:00:00+09:00,35.468
2024-09-29 03:01:00+09:00,35.654
2024-09-29 03:02:00+09:00,35.584
2024-09-29 03:03:00+09:00,35.642
2024-09-29 03:04:00+09:00,35.548
2024-09-29 03:05:00+09:00,35.588
2024-09-29 03:06:00+09:00,35.678
2024-09-29 03:07:00+09:00,35.652
2024-09-29 03:08:00+09:00,35.626
2024-09-29 03:09:00+09:00,35.622
2024-09-29 03:10:00+09:00,35.692
2024-09-29 03:11:00+09:00,35.762
2024-09-29 03:12:00+09:00,36.282
2024-09-29 03:13:00+09:00,35.44
2024-09-29 03:14:00+09:00,35.476
2024-09-29 03:15:00+09:00,35.52
2024-09-29 03:16:00+09:00,35.692
2024-09-29 03:17:00+09:00,35.548
2024-09-29 03:18:00+09:00,35.598
2024-09-29 03:19:00+09:00,35.566
2024-09-29 03:20:00+09:00,35.692
2024-09-29 03:21:00+09:00,35.692
2024-09-29 03:22:00+09:00,35.674
2024-09-29 03:23:00+09:00,35.73
2024-09-29 03:24:00+09:00,35.52
2024-09-29 03:25:00+09:00,36.484
2024-09-29 03:26:00+09:00,35.866
2024-09-29 03:27:00+09:00,35.472
2024-09-29 03:28:00+09:00,35.524
2024-09-29 03:29:00+09:00,35.484
2024-09-29 03:30:00+09:00,35.632
2024-09-29 03:31:00+09:00,35.688
2024-09-29 03:32:00+09:00,35.66
2024-09-29 03:33:00+09:00,35.684
2024-09-29 03:34:00+09:00,35.646
2024-09-29 03:35:00+09:00,35.58
2024-09-29 03:36:00+09:00,35.544
2024-09-29 03:37:00+09:00,35.654
2024-09-29 03:38:00+09:00,35.62
2024-09-29 03:39:00+09:00,36.666
2024-09-29 03:40:00+09:00,35.714
2024-09-29 03:41:00+09:00,35.762
2024-09-29 03:42:00+09:00,35.826
2024-09-29 03:43:00+09:00,35.846
2024-09-29 03:44:00+09:00,35.754
2024-09-29 03:45:00+09:00,35.842
2024-09-29 03:46:00+09:00,35.778
2024-09-29 03:47:00+09:00,35.842
2024-09-29 03:48:00+09:00,35.942
2024-09-29 03:49:00+09:00,35.926
2024-09-29 03:50:00+09:00,35.866
2024-09-29 03:51:00+09:00,35.742
2024-09-29 03:52:00+09:00,36.39
2024-09-29 03:53:00+09:00,35.61
2024-09-29 03:54:00+09:00,35.436
2024-09-29 03:55:00+09:00,35.412
2024-09-29 03:56:00+09:00,35.42
2024-09-29 03:57:00+09:00,35.372
2024-09-29 03:58:00+09:00,35.352
2024-09-29 03:59:00+09:00,35.468
2024-09-29 04:00:00+09:00,35.388
2024-09-29 04:01:00+09:00,35.524
2024-09-29 04:02:00+09:00,35.54
2024-09-29 04:03:00+09:00,35.536
2024-09-29 04:04:00+09:00,35.524
2024-09-29 04:05:00+09:00,36.226
2024-09-29 04:06:00+09:00,35.754
2024-09-29 04:07:00+09:00,35.212
2024-09-29 04:08:00+09:00,35.176
2024-09-29 04:09:00+09:00,35.156
2024-09-29 04:10:00+09:00,35.068
2024-09-29 04:11:00+09:00,35.172
2024-09-29 04:12:00+09:00,35.204
2024-09-29 04:13:00+09:00,35.236
2024-09-29 04:14:00+09:00,35.08
2024-09-29 04:15:00+09:00,35.168
2024-09-29 04:16:00+09:00,35.096
2024-09-29 04:17:00+09:00,35.18
2024-09-29 04:18:00+09:00,35.196
2024-09-29 04:19:00+09:00,36.328
2024-09-29 04:20:00+09:00,35.288
2024-09-29 04:21:00+09:00,35.36
2024-09-29 04:22:00+09:00,35.304
2024-09-29 04:23:00+09:00,35.328
2024-09-29 04:24:00+09:00,35.272
2024-09-29 04:25:00+09:00,35.268
2024-09-29 04:26:00+09:00,35.356
2024-09-29 04:27:00+09:00,35.36
2024-09-29 04:28:00+09:00,35.408
2024-09-29 04:29:00+09:00,35.412
2024-09-29 04:30:00+09:00,35.444
2024-09-29 04:31:00+09:00,35.416
2024-09-29 04:32:00+09:00,36.516
2024-09-29 04:33:00+09:00,35.754
2024-09-29 04:34:00+09:00,35.472
2024-09-29 04:35:00+09:00,35.448
2024-09-29 04:36:00+09:00,35.476
2024-09-29 04:37:00+09:00,35.44
2024-09-29 04:38:00+09:00,35.496
2024-09-29 04:39:00+09:00,35.516
2024-09-29 04:40:00+09:00,35.54
2024-09-29 04:41:00+09:00,35.524
2024-09-29 04:42:00+09:00,35.638
2024-09-29 04:43:00+09:00,35.714
2024-09-29 04:44:00+09:00,35.68
2024-09-29 04:45:00+09:00,36.56
2024-09-29 04:46:00+09:00,36.132
2024-09-29 04:47:00+09:00,35.528
2024-09-29 04:48:00+09:00,35.408
2024-09-29 04:49:00+09:00,35.508
2024-09-29 04:50:00+09:00,35.42
2024-09-29 04:51:00+09:00,35.396
2024-09-29 04:52:00+09:00,35.468
2024-09-29 04:53:00+09:00,35.476
2024-09-29 04:54:00+09:00,35.344
2024-09-29 04:55:00+09:00,35.55
2024-09-29 04:56:00+09:00,35.554
2024-09-29 04:57:00+09:00,35.728
2024-09-29 04:58:00+09:00,35.68
2024-09-29 04:59:00+09:00,36.438
2024-09-29 05:00:00+09:00,35.432
2024-09-29 05:01:00+09:00,35.508
2024-09-29 05:02:00+09:00,35.464
2024-09-29 05:03:00+09:00,35.32
2024-09-29 05:04:00+09:00,35.328
2024-09-29 05:05:00+09:00,35.432
2024-09-29 05:06:00+09:00,35.496
2024-09-29 05:07:00+09:00,35.606
2024-09-29 05:08:00+09:00,35.64
2024-09-29 05:09:00+09:00,35.712
2024-09-29 05:10:00+09:00,35.65
2024-09-29 05:11:00+09:00,35.626
2024-09-29 05:12:00+09:00,36.362
2024-09-29 05:13:00+09:00,35.356
2024-09-29 05:14:00+09:00,35.248
2024-09-29 05:15:00+09:00,35.12
2024-09-29 05:16:00+09:00,35.232
2024-09-29 05:17:00+09:00,35.28
2024-09-29 05:18:00+09:00,35.176
2024-09-29 05:19:00+09:00,35.212
2024-09-29 05:20:00+09:00,35.296
2024-09-29 05:21:00+09:00,35.216
2024-09-29 05:22:00+09:00,35.28
2024-09-29 05:23:00+09:00,35.224
2024-09-29 05:24:00+09:00,35.188
2024-09-29 05:25:00+09:00,36.244
2024-09-29 05:26:00+09:00,36.036
2024-09-29 05:27:00+09:00,35.476
2024-09-29 05:28:00+09:00,35.316
2024-09-29 05:29:00+09:00,35.408
2024-09-29 05:30:00+09:00,35.48
2024-09-29 05:31:00+09:00,35.552
2024-09-29 05:32:00+09:00,35.496
2024-09-29 05:33:00+09:00,35.484
2024-09-29 05:34:00+09:00,35.644
2024-09-29 05:35:00+09:00,35.48
2024-09-29 05:36:00+09:00,35.592
2024-09-29 05:37:00+09:00,35.644
2024-09-29 05:38:00+09:00,35.686
2024-09-29 05:39:00+09:00,36.602
2024-09-29 05:40:00+09:00,35.576
2024-09-29 05:41:00+09:00,35.48
2024-09-29 05:42:00+09:00,35.472
2024-09-29 05:43:00+09:00,35.492
2024-09-29 05:44:00+09:00,35.46
2024-09-29 05:45:00+09:00,35.54
2024-09-29 05:46:00+09:00,35.494
2024-09-29 05:47:00+09:00,35.516
2024-09-29 05:48:00+09:00,35.524
2024-09-29 05:49:00+09:00,35.556
2024-09-29 05:50:00+09:00,35.566
2024-09-29 05:51:00+09:00,35.566
2024-09-29 05:52:00+09:00,36.434
2024-09-29 05:53:00+09:00,35.806
2024-09-29 05:54:00+09:00,35.468
2024-09-29 05:55:00+09:00,35.372
2024-09-29 05:56:00+09:00,35.404
2024-09-29 05:57:00+09:00,35.5
2024-09-29 05:58:00+09:00,35.46
2024-09-29 05:59:00+09:00,35.436
2024-09-29 06:00:00+09:00,35.384
2024-09-29 06:01:00+09:00,35.284
2024-09-29 06:02:00+09:00,35.456
2024-09-29 06:03:00+09:00,35.404
2024-09-29 06:04:00+09:00,35.52
2024-09-29 06:05:00+09:00,36.306
2024-09-29 06:06:00+09:00,36.276
2024-09-29 06:07:00+09:00,35.46
2024-09-29 06:08:00+09:00,35.436
2024-09-29 06:09:00+09:00,35.416
2024-09-29 06:10:00+09:00,35.388
2024-09-29 06:11:00+09:00,35.452
2024-09-29 06:12:00+09:00,35.404
2024-09-29 06:13:00+09:00,35.566
2024-09-29 06:14:00+09:00,35.46
2024-09-29 06:15:00+09:00,35.472
2024-09-29 06:16:00+09:00,35.464
2024-09-29 06:17:00+09:00,35.516
2024-09-29 06:18:00+09:00,35.404
2024-09-29 06:19:00+09:00,36.434
2024-09-29 06:20:00+09:00,35.716
2024-09-29 06:21:00+09:00,35.568
2024-09-29 06:22:00+09:00,35.584
2024-09-29 06:23:00+09:00,35.684
2024-09-29 06:24:00+09:00,35.656
2024-09-29 06:25:00+09:00,35.688
2024-09-29 06:26:00+09:00,35.682
2024-09-29 06:27:00+09:00,35.616
2024-09-29 06:28:00+09:00,35.678
2024-09-29 06:29:00+09:00,35.702
2024-09-29 06:30:00+09:00,35.73
2024-09-29 06:31:00+09:00,35.668
2024-09-29 06:32:00+09:00,36.562
2024-09-29 06:33:00+09:00,35.93
2024-09-29 06:34:00+09:00,35.468
2024-09-29 06:35:00+09:00,35.58
2024-09-29 06:36:00+09:00,35.556
2024-09-29 06:37:00+09:00,35.656
2024-09-29 06:38:00+09:00,35.62
2024-09-29 06:39:00+09:00,35.492
2024-09-29 06:40:00+09:00,35.594
2024-09-29 06:41:00+09:00,35.626
2024-09-29 06:42:00+09:00,35.628
2024-09-29 06:43:00+09:00,35.644
2024-09-29 06:44:00+09:00,35.524
2024-09-29 06:45:00+09:00,35.506
2024-09-29 06:46:00+09:00,36.338
2024-09-29 06:47:00+09:00,35.176
2024-09-29 06:48:00+09:00,35.156
2024-09-29 06:49:00+09:00,35.108
2024-09-29 06:50:00+09:00,35.044
2024-09-29 06:51:00+09:00,35.062
2024-09-29 06:52:00+09:00,35.068
2024-09-29 06:53:00+09:00,34.95
2024-09-29 06:54:00+09:00,35.0
2024-09-29 06:55:00+09:00,35.142
2024-09-29 06:56:00+09:00,35.012
2024-09-29 06:57:00+09:00,35.1
2024-09-29 06:58:00+09:00,35.058
2024-09-29 06:59:00+09:00,36.532
2024-09-29 07:00:00+09:00,35.794
2024-09-29 07:01:00+09:00,35.606
2024-09-29 07:02:00+09:00,35.596
2024-09-29 07:03:00+09:00,35.664
2024-09-29 07:04:00+09:00,35.628
2024-09-29 07:05:00+09:00,35.592
2024-09-29 07:06:00+09:00,35.552
2024-09-29 07:07:00+09:00,35.576
2024-09-29 07:08:00+09:00,35.654
2024-09-29 07:09:00+09:00,36.336
2024-09-29 07:10:00+09:00,35.464
2024-09-29 07:11:00+09:00,35.332
2024-09-29 07:12:00+09:00,35.34
2024-09-29 07:13:00+09:00,35.276
2024-09-29 07:14:00+09:00,35.208
2024-09-29 07:15:00+09:00,35.312
2024-09-29 07:16:00+09:00,35.292
2024-09-29 07:17:00+09:00,35.248
2024-09-29 07:18:00+09:00,35.304
2024-09-29 07:19:00+09:00,35.336
2024-09-29 07:20:00+09:00,35.316
2024-09-29 07:21:00+09:00,35.276
2024-09-29 07:22:00+09:00,36.28
2024-09-29 07:23:00+09:00,35.646
2024-09-29 07:24:00+09:00,35.344
2024-09-29 07:25:00+09:00,35.156
2024-09-29 07:26:00+09:00,35.066
2024-09-29 07:27:00+09:00,35.232
2024-09-29 07:28:00+09:00,35.136
2024-09-29 07:29:00+09:00,35.248
2024-09-29 07:30:00+09:00,35.2
2024-09-29 07:31:00+09:00,35.164
2024-09-29 07:32:00+09:00,35.072
2024-09-29 07:33:00+09:00,35.096
2024-09-29 07:34:00+09:00,35.046
2024-09-29 07:35:00+09:00,35.118
2024-09-29 07:36:00+09:00,36.24
2024-09-29 07:37:00+09:00,35.102
2024-09-29 07:38:00+09:00,34.918
2024-09-29 07:39:00+09:00,34.918
2024-09-29 07:40:00+09:00,34.97
2024-09-29 07:41:00+09:00,35.108
2024-09-29 07:42:00+09:00,35.026
2024-09-29 07:43:00+09:00,35.058
2024-09-29 07:44:00+09:00,34.948
2024-09-29 07:45:00+09:00,35.112
2024-09-29 07:46:00+09:00,35.098
2024-09-29 07:47:00+09:00,35.086
2024-09-29 07:48:00+09:00,34.978
2024-09-29 07:49:00+09:00,35.854
2024-09-29 07:50:00+09:00,35.156
2024-09-29 07:51:00+09:00,34.766
2024-09-29 07:52:00+09:00,34.826
2024-09-29 07:53:00+09:00,34.786
2024-09-29 07:54:00+09:00,34.916
2024-09-29 07:55:00+09:00,34.694
2024-09-29 07:56:00+09:00,34.802
2024-09-29 07:57:00+09:00,34.858
2024-09-29 07:58:00+09:00,34.846
